51,69,91,69,91,113,51,113,2.
110,70,250,70,250,118,110,118,Phrase
267,79,375,79,375,121,267,121,Mode
148,178,286,178,286,232,148,232,Parser
302,188,475,187,475,234,302,240,performs
595,201,757,201,757,237,595,237,correction
802,206,858,206,858,236,802,236,on
878,202,1075,201,1082,254,879,246,remaining
1089,197,1208,198,1208,250,1099,249,inputs
1219,197,1307,198,1316,238,1219,237,when
161,287,258,287,258,328,161,328,error
288,296,320,296,320,328,288,328,is
340,292,525,292,525,332,340,332,discovered
146,394,196,394,196,444,146,444,It
215,411,365,411,365,453,215,453,replaces
377,411,443,411,443,447,377,447,the
461,406,575,406,575,457,461,457,prefix
585,409,623,409,623,449,585,449,of
640,399,809,398,817,455,640,454,remaining
1018,404,1100,404,1100,432,1018,432,some
1239,401,1318,401,1318,444,1239,441,that
177,482,316,488,318,532,187,536,parser
348,492,388,492,388,524,348,524,to
505,499,553,499,561,535,505,535,on
626,504,796,504,796,536,626,536,execution
149,609,251,609,251,651,149,651,Error
268,608,441,608,441,649,268,649,correction
456,616,492,616,492,646,456,646,is
508,609,668,609,668,661,508,661,difficult
692,618,800,618,800,650,692,650,when
823,619,931,619,931,655,823,655,actual
942,622,1020,622,1020,646,942,646,error
1042,622,1152,622,1152,652,1042,652,occurs
1174,608,1279,607,1290,662,1174,659,before
225,692,397,692,397,747,225,747,detection
112,830,208,830,208,878,112,878,Error
226,842,450,842,450,890,226,890,produdctions
120,970,172,970,172,1026,120,1026,It
203,987,266,985,270,1024,203,1027,We
407,987,482,987,482,1027,407,1027,the
499,992,643,992,643,1029,499,1029,common
654,996,754,996,754,1024,654,1024,errors
775,995,863,995,863,1033,775,1033,that
880,1000,954,1000,954,1032,880,1032,can
968,998,1016,998,1016,1030,968,1030,be
1038,998,1279,998,1279,1041,1038,1041,encountered,
1294,1014,1348,1014,1348,1038,1294,1038,we
1362,1008,1434,1008,1434,1034,1362,1034,can
143,1073,308,1073,308,1122,143,1122,augment
432,1080,626,1078,626,1131,429,1133,grammar
642,1078,704,1078,704,1128,642,1128,for
717,1089,785,1089,785,1129,717,1129,the
795,1088,988,1088,988,1149,795,1149,language
1120,1093,1342,1092,1342,1140,1118,1140,productions
1367,1091,1449,1091,1449,1127,1367,1127,that
138,1164,298,1164,298,1214,138,1214,generate
312,1178,494,1178,494,1204,312,1204,erroneous
532,1176,731,1176,731,1226,532,1226,cconstructs.
105,1282,189,1282,189,1322,105,1322,Use
199,1287,271,1287,271,1325,199,1325,the
294,1300,372,1300,372,1324,294,1324,new
399,1303,581,1303,581,1343,399,1343,grammar
615,1295,713,1295,713,1333,615,1333,with
723,1290,932,1290,945,1347,723,1346,augmented
952,1297,1153,1300,1158,1342,962,1350,productions
1176,1300,1214,1300,1214,1326,1176,1326,in
1297,1297,1402,1298,1407,1339,1297,1339,process
129,1362,290,1362,290,1426,129,1426,parsing.
125,1469,278,1485,278,1526,129,1528,In case
476,1494,674,1489,674,1544,475,1551,production
684,1500,716,1500,716,1534,684,1534,is
728,1510,832,1510,832,1542,728,1542,used
895,1504,1026,1504,1026,1558,908,1555,parser
1056,1485,1221,1484,1233,1549,1056,1551,generate
406,1584,569,1585,569,1621,413,1621,indicate
578,1590,654,1590,654,1622,578,1622,the
662,1596,758,1596,758,1620,662,1620,errors
784,1594,826,1594,826,1624,784,1624,or
837,1596,928,1596,928,1627,837,1627,errors
952,1595,1157,1595,1157,1637,952,1637,constructs.
124,1722,284,1722,284,1770,124,1770,Global
311,1725,540,1725,540,1776,311,1776,Correction
117,1855,195,1855,195,1891,117,1891,The
219,1855,302,1852,312,1895,219,1897,aim
426,1860,541,1857,541,1901,429,1904,make
560,1868,615,1868,615,1899,560,1899,as
622,1856,717,1856,717,1907,622,1907,few
888,1876,936,1876,936,1906,888,1906,changes
938,1866,1095,1866,1095,1919,938,1919,possible
1122,1872,1216,1872,1216,1904,1122,1904,while
1392,1870,1454,1870,1454,1896,1392,1896,an
720,1870,867,1870,867,1927,720,1927,changes
128,1940,315,1936,308,1995,128,1998,incorrect
633,1951,779,1951,779,1989,633,1989,a valid
109,2045,221,2045,221,2083,109,2083,Given
248,2056,314,2056,314,2084,248,2084,an
335,2051,505,2051,505,2089,335,2089,incorrect
508,2050,613,2050,613,2107,508,2107,input
709,2051,805,2051,805,2113,709,2113,find
856,2062,1048,2062,1048,2112,856,2112,parse tree
1066,2052,1120,2052,1120,2102,1066,2102,for
1181,2071,1317,2071,1317,2109,1181,2109,related
1323,2070,1466,2070,1466,2127,1323,2127,strings
362,2136,471,2135,471,2182,357,2178,given
485,2137,655,2137,655,2179,485,2179,grammar
687,2137,745,2137,745,2175,687,2175,s.t.
774,2146,840,2146,840,2178,774,2178,the
864,2142,924,2139,925,2178,864,2172,no.
980,2137,1139,2137,1139,2182,980,2182,changes
1158,2140,1325,2140,1333,2178,1158,2182,required
1116,390,1227,405,1219,449,1107,434,string
406,486,501,509,489,550,395,527,carry
1223,1292,1291,1303,1285,1333,1218,1322,the
134,1558,350,1587,338,1646,122,1616,diagnostics
1228,1849,1387,1873,1378,1918,1219,1895,converting
783,1942,926,1963,917,2012,774,1991,string.
143,2131,260,2135,265,2179,150,2170,using
485,190,579,190,579,234,485,234,local
1315,202,1385,202,1385,234,1315,234,the
118,408,136,408,136,432,118,432,.
823,404,930,404,930,445,823,445,input
938,402,985,402,985,455,938,455,by
1321,407,1412,407,1412,444,1321,444,allows
1421,412,1480,412,1480,443,1421,443,the
558,497,613,497,613,535,558,535,its
116,186,133,186,133,206,116,206,.
102,625,134,625,134,644,102,644,.
1287,611,1352,611,1352,651,1287,651,the
1370,618,1470,618,1470,658,1370,658,point
176,685,222,685,222,739,176,739,of
409,710,430,715,430,736,409,736,.
792,520,806,520,806,535,792,535,.
520,310,530,310,530,327,520,327,.
32,825,96,825,96,877,32,877,3.
91,976,123,976,123,1002,91,1002,.
277,987,382,987,382,1022,277,1022,know
332,1073,422,1073,422,1119,332,1119,the
1004,1092,1113,1092,1113,1132,1004,1132,with
1415,1300,1453,1298,1465,1340,1418,1343,of
298,1493,367,1493,367,1534,298,1534,an
366,1496,464,1496,464,1538,366,1538,error
834,1507,893,1507,893,1556,834,1556,by
1241,1493,1449,1493,1449,1539,1241,1539,appropriate
358,1581,406,1581,406,1625,358,1625,to
29,1711,102,1711,102,1775,29,1775,4.
75,1856,111,1856,111,1881,75,1881,.
315,1854,362,1854,362,1890,315,1890,is
384,1856,426,1856,426,1893,384,1893,to
326,1941,436,1941,436,1994,326,1994,input
450,1949,573,1949,573,2005,450,2005,string
577,1949,621,1949,621,1988,577,1988,to
74,2047,105,2047,105,2071,74,2071,.
636,2061,662,2061,662,2089,636,2089,i
675,2079,696,2079,696,2100,675,2100,.
808,2066,849,2066,849,2097,808,2097,a
1132,2077,1169,2077,1169,2104,1132,2104,a
279,2139,350,2139,350,2179,279,2179,the
668,2151,689,2151,689,2171,668,2171,.
933,2137,977,2137,977,2177,933,2177,of
1325,2142,1378,2142,1378,2176,1325,2176,to
76,1287,98,1287,98,1311,76,1311,.
64,1491,87,1491,87,1513,64,1513,.
1019,1525,1042,1525,1042,1541,1019,1541,.
