51,69,91,69,91,113,51,113,2.
110,70,250,70,250,118,110,118,Phrasx
267,79,375,79,375,121,267,121,flod-
148,178,286,178,286,232,148,232,Pajnex
302,188,582,188,582,240,302,240,pec-fvrrw locs-|
595,201,757,201,757,237,595,237,Conccticn
802,206,858,206,858,236,802,236,on
878,202,1024,202,1024,232,878,232,Neuurcoin "
1026,198,1208,198,1208,250,1026,250,~9 irpets
1219,197,1380,197,1380,237,1219,237,whan the
161,287,258,287,258,328,161,328,emr
288,296,320,296,320,328,288,328,3
340,292,525,292,525,332,340,332,disCoensd
146,394,196,394,196,444,146,444,Jt
215,411,365,411,365,453,215,453,nspiael)
377,411,443,411,443,447,377,447,tba
461,406,575,406,575,457,461,457,Pry;
585,409,623,409,623,449,585,449,0
640,399,990,399,990,454,640,454,rrrouning inpu bj
1018,404,1100,404,1100,432,1018,432,A6tn
1239,401,1484,401,1484,441,1239,441,tnod alloes +lt
216,488,316,488,316,520,216,520,0nser
348,492,388,492,388,524,348,524,+o
505,499,615,499,615,535,505,535,0n i+
626,504,796,504,796,536,626,536,enlussm
149,609,251,609,251,651,149,651,Camr
268,608,441,608,441,649,268,649,Conector
456,616,492,616,492,646,456,646,8
508,609,668,609,668,661,508,661,dlicudt
692,618,800,618,800,650,692,650,eshen
823,619,931,619,931,655,823,655,actuc 
942,622,1020,622,1020,646,942,646,em
1042,622,1152,622,1152,652,1042,652,Ouu>
1174,608,1471,608,1471,659,1174,659,bfue tl Point
225,692,397,692,397,747,225,747,Qetrstimn
112,830,208,830,208,878,112,878,Em
226,842,450,842,450,890,226,890,poducticcva
120,970,172,970,172,1026,120,1026,9
203,987,381,987,381,1027,203,1027,we Ryrw
407,987,482,987,482,1027,407,1027,tF
499,992,643,992,643,1029,499,1029,C0310 `
654,996,754,996,754,1024,654,1024,Ux
775,995,863,995,863,1033,775,1033,tncs
880,1000,954,1000,954,1032,880,1032,Con
968,998,1016,998,1016,1030,968,1030,be
1038,998,1279,998,1279,1041,1038,1041,entocntuud,
1294,1014,1348,1014,1348,1038,1294,1038,we
1362,1008,1434,1008,1434,1034,1362,1034,can
143,1073,308,1073,308,1122,143,1122,aucfrrunt
346,1078,626,1078,626,1131,346,1131,th Frenmwa^
642,1078,704,1078,704,1128,642,1128,2
717,1089,785,1089,785,1129,717,1129,tha
795,1088,988,1088,988,1149,795,1149,~lanaucat
1008,1092,1342,1092,1342,1140,1008,1140,ctr Productior?
1367,1091,1449,1091,1449,1127,1367,1127,fat
138,1164,298,1164,298,1214,138,1214,&emuod
312,1178,494,1178,494,1204,312,1204,@ntrdju?
