215,35,397,35,397,75,215,75,A _*4z
550,48,618,48,618,80,550,80,L1d
737,45,771,45,771,65,737,65,3
789,39,862,39,862,69,789,69,{42
946,40,1030,40,1030,72,946,72,07z
1043,36,1160,36,1160,67,1043,67,G0k 2
1177,43,1209,43,1209,59,1177,59,~r
1232,38,1316,38,1316,62,1232,62,abo
736,76,782,76,782,102,736,102,Ln
890,74,934,74,934,100,890,100,Ll
1040,72,1088,72,1088,100,1040,100,Lr
1180,70,1226,70,1226,98,1180,98,Lr
207,97,249,97,249,133,207,133,X
215,155,321,155,321,193,215,193,Y-b
214,207,339,207,339,248,214,248,2 - C
212,320,298,320,298,350,212,350,Mest
310,310,495,310,495,352,310,352,de-jvotien
213,401,393,401,393,441,213,441,A _*4z
518,427,625,427,625,471,518,471,R mo:
659,429,866,429,866,472,659,472,A _ *+2
882,438,944,438,944,464,882,464,~
961,427,1064,427,1064,471,961,471,X4 c
1086,432,1136,432,1136,458,1086,458,~A
1182,422,1273,422,1273,461,1182,461,Xbc
1286,428,1340,428,1340,452,1286,452,3
1353,419,1441,419,1441,455,1353,455,ob €
700,486,732,486,732,522,700,522,R
879,475,952,475,952,516,879,516,Rsc
1100,472,1162,472,1162,504,1100,504,RS
210,520,317,520,317,562,210,562,Y- b
211,573,336,573,336,616,211,616,z - C
182,720,302,720,302,774,182,774,ao4a
322,724,516,724,516,774,322,774,Jrammar
104,818,130,818,130,852,104,852,A
327,821,425,821,425,857,327,857,tot
440,808,618,808,618,869,440,869,Pruducls
650,820,750,820,750,844,650,844,Yootl
762,818,856,818,856,846,762,846,T
874,824,932,824,932,848,874,848,0r
958,812,1162,812,1162,862,958,862,Pane t
1179,807,1237,807,1237,845,1179,845,Rrrr
1290,812,1356,812,1356,836,1290,836,O#7
144,826,312,826,312,874,144,874,9rornwar
98,906,275,906,275,959,98,959,Santnc
294,920,334,920,334,950,294,950,6
347,911,446,911,446,952,347,952,Joid
458,912,512,912,512,944,458,944,4
536,912,590,912,590,944,536,944,bc
610,909,827,909,827,951,610,951,orb: auous
145,1033,313,1033,313,1071,145,1071,Jentr6
340,1027,895,1027,895,1083,340,1083,i anu semntmtial furm witn
902,1034,950,1034,950,1058,902,1058,To
961,1021,1221,1021,1221,1060,961,1060,ror +rcincls
1275,1121,1469,1121,1469,1161,1275,1161,desiivotior
50,1146,140,1146,140,1176,50,1176,Mot :
162,1138,434,1138,434,1187,162,1187,{er @ Bentun&
451,1149,636,1149,636,1186,451,1186,tue (o
647,1149,707,1149,707,1185,647,1185,be
732,1150,764,1150,764,1182,732,1182,0
775,1136,942,1136,942,1199,775,1199,Htest
957,1139,1040,1139,1040,1176,957,1176,ona
1053,1145,1089,1145,1089,1165,1053,1165,C
1089,1133,1258,1133,1258,1183,1089,1183,~antrost
153,1233,233,1233,233,1271,153,1271,bet
244,1242,316,1242,316,1274,244,1274,no
338,1243,493,1243,493,1287,338,1287,Touat"pu
510,1240,685,1240,685,1278,510,1278,{mtcnus
766,1244,794,1244,794,1268,766,1268,0
810,1232,938,1232,938,1282,810,1282,sirgl
951,1236,1018,1236,1018,1264,951,1264,or
26,1404,108,1404,108,1476,26,1476,G
138,1506,242,1506,242,1562,138,1562,E _
281,1489,741,1489,741,1573,281,1573,Eo € | ~ € | ()/id
1065,1585,1101,1585,1101,1633,1065,1633,E
1156,1584,1188,1584,1188,1622,1156,1622,0
1237,1571,1273,1571,1273,1615,1237,1615,€
129,1619,567,1619,567,1683,129,1683,03 +| - I~Vr
1132,1700,1158,1700,1158,1730,1132,1730,+
1226,1688,1252,1688,1252,1722,1226,1722,€
1019,1703,1061,1703,1061,1747,1019,1747,id
109,1770,210,1770,210,1812,109,1812,Goe |
255,1773,371,1773,371,1815,255,1815,Ders~ e
401,1764,608,1764,608,1809,401,1809,id +id &id
1248,1798,1272,1798,1272,1830,1248,1830,4
1424,1788,1454,1788,1454,1826,1424,1826,cl
35,1917,113,1917,113,1953,35,1953,noke
139,1913,278,1913,278,1955,139,1955,To #rd
296,1922,385,1922,385,1959,296,1959,ombi =
499,1930,610,1930,610,1972,499,1972,Choj<
238,1995,337,1995,337,2033,238,2033,ushich
350,2000,468,2000,468,2048,350,2048,bel m9)
474,2006,506,2006,506,2034,474,2034,t
524,1997,615,1997,615,2048,524,2048,L(@
62,2059,159,2059,159,2095,62,2095,utmm
172,2070,256,2070,256,2096,172,2096,Yott€
356,2076,410,2076,410,2102,356,2102,0m
422,2074,494,2074,494,2106,422,2106,Loo
502,2080,530,2080,530,2104,502,2104,M
542,2074,618,2074,618,2111,542,2111,Rmo
70,2128,100,2128,100,2156,70,2156,6
119,2131,268,2131,268,2164,119,2164,Ovailebl
243,94,320,86,323,118,245,125,30
82,301,199,318,190,371,73,355,Ria+
203,462,318,453,319,491,204,501,X-0
1293,455,1364,464,1357,503,1286,493,R 
83,704,191,720,182,765,75,750,Arb :
379,1918,478,1932,470,1983,370,1969,~+
126,1984,239,2004,228,2053,116,2034,ptv8
266,2064,344,2076,339,2102,261,2091,ton
