52,52,191,52,191,115,52,115,Parse
223,72,348,72,348,126,223,126,Trees
295,200,452,200,452,262,295,262,pictorial
465,204,746,204,746,256,465,256,representation
833,209,924,209,924,254,833,254,how
937,209,1041,209,1041,249,937,249,start
1036,210,1167,210,1167,264,1036,264,symbol
1253,219,1451,219,1451,263,1253,263,grammar
116,284,258,284,258,332,116,332,derives
270,304,304,304,304,334,270,334,a
185,517,291,519,291,583,189,585,Root
396,542,506,546,512,593,396,594,parse
630,548,664,548,664,578,630,578,is
826,548,971,548,971,590,826,590,labelled
987,555,1067,555,1067,591,987,591,with
1079,557,1139,557,1139,593,1079,593,the
1156,558,1248,558,1248,594,1156,594,start
1250,559,1386,559,1386,611,1250,611,symbol
392,654,424,654,424,680,392,680,is
583,657,729,657,729,697,583,697,labelled
750,661,839,661,839,697,750,697,with
852,668,884,668,884,694,852,694,a
886,659,1009,659,1009,709,886,709,token
1023,673,1053,673,1053,693,1023,693,or
1074,666,1247,666,1247,706,1074,706,terminal
213,765,297,765,297,805,213,805,Each
317,775,553,775,553,813,317,813,intermediate
581,783,679,783,679,819,581,819,node
710,782,742,782,742,812,710,812,is
1137,795,1165,795,1165,815,1137,815,a
1177,786,1403,786,1403,824,1177,824,non terminal
88,922,176,922,176,952,88,952,Note :
356,932,469,932,469,971,356,971,leaves
840,954,936,954,936,980,840,980,when
1165,953,1235,953,1235,997,1165,997,left
1409,953,1449,953,1449,993,1409,993,is
277,1020,392,1020,392,1071,277,1071,called
593,1043,663,1043,663,1079,593,1079,the
676,1044,760,1044,760,1076,676,1076,tree
192,1132,254,1132,254,1180,192,1180,ii)
1013,1181,1067,1181,1067,1217,1013,1217,set
1166,1182,1299,1182,1299,1243,1166,1243,strings
505,1245,609,1245,609,1281,505,1281,some
834,1248,956,1248,956,1298,834,1298,formed
212,1411,373,1411,373,1464,212,1464,Parsers
153,1552,339,1552,339,1597,153,1597,Universal
192,1638,244,1638,244,1686,192,1686,It
254,1656,324,1656,324,1682,254,1682,can
341,1655,451,1655,451,1695,341,1695,parse
569,1655,661,1655,661,1691,569,1691,kind
717,1657,903,1657,903,1701,717,1701,grammar
920,1660,994,1660,994,1692,920,1692,and
1008,1666,1068,1666,1068,1690,1008,1690,are
1078,1664,1146,1664,1146,1690,1078,1690,not
185,1738,283,1738,283,1794,185,1794,Algos
443,1740,521,1740,521,1778,443,1778,CYK
58,1930,86,1930,86,1966,58,1966,2.
171,1941,278,1941,278,1984,171,1984,Down
198,2004,364,2004,364,2054,198,2054,It builds
369,2019,593,2019,593,2057,369,2057,the parse tree
600,2016,686,2016,686,2066,600,2066,from
694,2026,768,2026,768,2054,694,2054,root
787,2023,938,2023,938,2066,787,2066,towards
953,2028,1136,2028,1136,2064,953,2064,the leaves
450,638,588,668,575,714,438,683,always
149,754,203,770,193,801,139,785,iii)
270,925,347,935,342,968,265,958,The
420,1042,523,1033,524,1084,421,1093,yield
280,1129,458,1160,446,1211,268,1181,Language
34,1402,152,1418,142,1475,24,1460,Types
469,1649,560,1666,550,1708,459,1691,any
293,1746,379,1739,380,1772,294,1779,used
115,1930,179,1944,169,1982,105,1968,Top
93,180,142,180,142,231,93,231,It
151,197,194,197,194,231,151,231,is
206,195,276,195,276,237,206,237,the
312,305,421,305,421,353,312,353,string
435,298,547,298,547,338,435,338,from
556,309,628,309,628,344,556,344,the
637,303,853,303,853,363,637,363,language.
48,422,250,422,250,478,48,478,Properties
303,538,346,538,346,587,303,587,of
365,549,392,549,392,575,365,575,a
522,543,613,542,613,583,522,583,tree
686,550,819,550,819,596,686,596,always
140,516,178,516,178,559,140,559,i)
140,633,191,633,191,674,140,674,ii)
206,638,295,638,295,681,206,681,Each
299,651,372,651,372,700,299,700,leaf
747,778,888,778,888,836,747,836,always
899,784,1038,784,1038,823,899,823,labelled
1042,786,1130,786,1130,823,1042,823,with
207,922,249,922,249,957,207,957,i)
485,939,527,939,527,986,485,986,of
547,945,586,945,586,974,547,974,a
539,1040,577,1040,577,1082,539,1082,of
606,947,709,947,709,985,606,985,parse
727,944,821,944,821,984,727,984,tree
950,951,1043,951,1043,984,950,984,read
1058,942,1151,942,1151,985,1058,985,from
1246,953,1289,953,1289,988,1246,988,to
1298,959,1396,959,1396,995,1298,995,right
764,1050,780,1050,780,1069,764,1069,.
464,1143,595,1143,595,1200,464,1200,defined
613,1159,663,1159,663,1210,613,1210,by
671,1166,706,1166,706,1194,671,1194,a
706,1170,869,1170,869,1204,706,1204,grammar
886,1167,925,1167,925,1206,886,1206,is
936,1171,995,1171,995,1209,936,1209,the
1077,1184,1109,1184,1109,1228,1077,1228,of
1114,1190,1162,1190,1162,1217,1114,1217,all
1307,1185,1393,1185,1393,1224,1307,1224,that
1403,1198,1484,1198,1484,1224,1403,1224,are
250,1228,425,1228,425,1276,250,1276,generated
436,1236,486,1236,486,1288,436,1288,by
621,1251,724,1251,724,1291,621,1291,parse
729,1251,816,1251,816,1288,729,1288,thee
959,1263,1016,1263,1016,1317,959,1317,by
1021,1269,1094,1269,1094,1302,1021,1302,that
1102,1271,1302,1271,1302,1321,1102,1321,grammar
1310,1293,1327,1293,1327,1309,1310,1309,.
159,1411,203,1411,203,1468,159,1468,of
94,1552,137,1552,137,1587,94,1587,1.
446,1798,556,1798,556,1845,446,1845,Early's
570,1813,637,1813,637,1846,570,1846,algo
391,1744,438,1744,438,1769,391,1769,->
397,1781,436,1781,436,1813,397,1813,->
678,1654,717,1654,717,1695,678,1695,of
1164,1660,1245,1660,1245,1709,1164,1709,very
1254,1660,1415,1660,1415,1712,1254,1712,efficient.
770,212,814,212,814,259,770,259,of
1178,213,1218,213,1218,263,1178,263,of
1217,215,1248,215,1248,245,1217,245,a
