58,34,88,34,88,72,58,72,3
125,33,251,33,251,75,125,75,Bott
263,47,319,47,319,83,263,83,4p
223,117,424,117,424,161,223,161,Bailds m
441,131,557,131,557,171,441,171,posbe
574,130,648,130,648,162,574,162,tu
678,120,730,120,730,168,678,168,b
877,121,997,121,997,157,877,157,c t
1007,120,1109,120,1109,156,1007,156,(anl
1130,107,1423,107,1423,168,1130,168,andl endivd ct
246,195,367,195,367,231,246,231,Tevty
40,312,152,312,152,366,40,366,Eror
348,326,388,326,388,352,348,352,in
398,321,539,321,539,377,398,377,Sadan
674,324,704,324,704,364,674,364,+
53,453,160,453,160,495,53,495,Wher
170,460,234,460,234,492,170,492,t
258,464,412,464,412,494,258,494,4ruove
445,461,621,461,621,501,445,501,8 +openo
797,453,891,453,891,495,797,495,Rron
910,452,1238,452,1238,509,910,509,luni cau aralszem
1252,450,1487,450,1487,504,1252,504,dusobers tbt
55,539,251,539,251,579,55,579,9tarna_tca4
266,542,350,542,350,574,266,574,Neee
365,539,409,539,409,583,365,583,8
424,542,456,542,456,572,424,572,a
464,533,645,533,645,596,464,596,to~aue & '
636,552,676,552,676,582,636,582,<'
702,541,886,541,886,591,702,591,Saoetacls
908,548,996,548,996,574,908,574,Unt
1014,544,1142,544,1142,570,1014,570,OClLJU
62,658,132,658,132,690,62,690,Tk
130,652,261,652,261,703,130,703,foiloes: =
256,668,292,668,292,692,256,692,Vd
314,658,513,658,513,710,314,710,tehniqvlas
526,664,614,664,614,692,526,692,OJ
623,656,791,656,791,692,623,692,ck 67A
795,647,1203,647,1203,707,795,707,by Sxntav aralyzev
1240,654,1282,654,1282,680,1240,680,+D
1286,640,1413,640,1413,681,1286,681,bardiz
62,750,168,750,168,780,62,780,@m^
92,862,118,862,118,892,92,892,1
86,966,114,966,114,1000,86,1000,2 _
299,958,664,958,664,1014,299,1014,from tm dio covanad
674,982,776,982,776,1010,674,1010,emw
88,1076,120,1076,120,1112,88,1112,2 
151,1077,289,1077,289,1115,151,1115,#v 04
316,1086,386,1086,386,1116,316,1116,nox
546,1082,658,1082,658,1130,546,1130,deur
680,1094,746,1094,746,1124,680,1124,h
765,1087,962,1087,962,1151,765,1151,Rrurina
1025,1087,1239,1087,1239,1127,1025,1127,+_ tenaiJ
1349,1087,1526,1087,1526,1136,1349,1136,Prgramn_
23,1190,136,1190,136,1250,23,1250,Crr
545,1227,585,1227,585,1269,545,1269,4
51,1347,95,1347,95,1387,51,1387,1 .
116,1342,242,1342,242,1392,116,1392,Ponic
265,1351,383,1351,383,1395,265,1395,Mode
562,1366,594,1366,594,1412,562,1412,9
187,1465,274,1465,274,1509,187,1509,T_
320,1466,733,1466,733,1518,320,1518,Posu discords #
756,1470,954,1470,954,1518,756,1518,Yp {s76o
982,1480,1054,1480,1054,1508,982,1508,onL
1076,1478,1132,1478,1132,1508,1076,1508,c
1143,1481,1179,1481,1179,1501,1143,1501,C-
1183,1471,1295,1471,1295,1507,1183,1507,+me
1318,1465,1425,1465,1425,1503,1318,1503,un#1i
256,1562,338,1562,338,1594,256,1594,O
449,1563,527,1563,527,1601,449,1601,+
549,1561,766,1561,766,1618,549,1618,dusiqroced
788,1568,1182,1568,1182,1620,788,1620,set 9 Sdrchronizira
1195,1565,1358,1565,1358,1614,1195,1614,tkervo 'w
258,1639,403,1639,403,1700,258,1700,Pund -
177,1755,561,1755,561,1818,177,1818,Avnojor dreuu-beck
587,1761,649,1761,649,1803,587,1803,fr
663,1765,863,1765,863,1803,663,1803,Ano +ds
873,1767,1009,1767,1009,1805,873,1805,3 tbot
1028,1759,1477,1759,1477,1815,1028,1815,i+ &i> inefbicient Resuulbs
198,1847,307,1847,307,1885,198,1885,bsten
325,1839,493,1839,493,1899,325,1899,rultiple
509,1857,600,1857,600,1885,509,1885,Um
620,1856,696,1856,696,1882,620,1882,OUL
718,1849,851,1849,851,1903,718,1903,Presert
872,1852,920,1852,920,1884,872,1884,{x
930,1856,964,1856,964,1882,930,1882,0
974,1846,1284,1846,1284,1896,974,1896,4iyab Ataltant
159,1963,209,1963,209,2005,159,2005,J+
218,1970,256,1970,256,2002,218,2002,M
266,1976,296,1976,296,2000,266,2000,0
314,1966,610,1966,610,2014,314,2014,Nirpw axirach
625,1973,709,1973,709,2011,625,2011,tos
725,1973,805,1973,805,2011,725,2011,doen
820,1980,890,1980,890,2006,820,2006,70 $
926,1978,986,1978,986,2026,926,2026,8 8
998,1978,1072,1978,1072,2008,998,2008,intv
1096,1969,1241,1969,1241,2022,1096,2022,~fint
1423,115,1485,123,1481,149,1418,141,+
738,111,875,130,866,174,730,155,boxtind
551,308,683,325,675,375,542,358,Aclo _
168,312,332,332,324,375,160,355,kcrrdl-a
650,449,783,468,774,514,641,495,Cor-9
141,849,277,868,267,922,130,903,Lcpov+
287,862,407,877,400,914,281,899,677*
143,956,285,982,275,1024,133,999,Rcceyan
398,1071,536,1100,525,1142,387,1114,soa
1238,1072,1348,1097,1336,1140,1226,1115,~iq
163,1202,348,1223,340,1266,156,1244,Receyy
372,1198,558,1222,549,1271,363,1247,Sreterd
404,1340,572,1363,562,1410,395,1386,Strotera"
1255,1970,1339,1982,1331,2020,1248,2008,toops
